,class_id,slug,excerpt
527,435,spotify,"IF YOU DO NOT WANT TO CONTINUE TO BE CHARGED ON A RECURRING MONTHLY BASIS, YOU MUST CANCEL THE APPLICABLE PAID SUBSCRIPTION THROUGH YOUR SPOTIFY ACCOUNT’S SUBSCRIPTION PAGE OR TERMINATE YOUR SPOTIFY ACCOUNT BEFORE THE END OF THE RECURRING MONTHLY PERIOD.
PAID SUBSCRIPTIONS CANNOT BE TERMINATED BEFORE THE END OF THE PERIOD FOR WHICH YOU HAVE ALREADY PAID, AND EXCEPT AS EXPRESSLY PROVIDED IN THESE TERMS, SPOTIFY WILL NOT REFUND ANY FEES THAT YOU HAVE ALREADY PAID.
THE LIMITATION SECTION SETS FORTH ADDITIONAL TERMS REGARDING CANCELLATION OF YOUR PAID SUBSCRIPTION."
528,436,spotify,"Remember that shared or publicly available information may be used and re-shared by other users on Spotify or across the web, so please use Spotify carefully and be mindful of your account settings.
Spotify has no responsibility for your choices to post material on the Service."
529,5,spotify,"We implement appropriate technical and organisational measures to help protect the security of your personal data.
however, please note that no system is ever completely secure."
530,437,spotify,"
The exact personal data we will collect depends on the type of Spotify Service plan you sign up for and whether or not you use a Third Party Service (as defined in the Terms and Conditions of Use, such as Facebook) to sign up and use the Spotify Service.
If you use a Third Party Service to create an account, we will receive personal data via that Third Party Service but only when you have consented to that Third Party Service sharing your personal data with us.
User Content (as defined in the Terms and Conditions of Use) you post to Spotify including messages you send and/or receive via Spotify and your interactions with the Spotify Customer Service team."
531,438,spotify,"To provide, personalize, and improve your experience with the Spotify Service and other services and products provided by Spotify, for example by providing customized, personalized, or localized content, recommendations, features, and advertising on or outside of the Spotify Service (including for third party products and services)."
532,100,spotify,"Spotify shares your personal data globally with other companies in the Spotify Group in order to carry out the activities specified in this Policy.
This includes to Spotify Group companies in the following countries: Australia, Austria, Belgium, Brazil, Canada, Denmark, Finland, France, Germany, Hong Kong, Italy, Japan, Luxembourg, Mexico, The Netherlands, Poland, Singapore, Spain, Sweden, Switzerland, Taiwan, Turkey, United Kingdom and the United States of America.
Spotify may also subcontract processing to, or share your personal data with, third parties located in countries other than your home country.
Your personal data, therefore, may be subject to privacy laws that are different from those in your country of residence."
533,439,spotify,"TO THE FULLEST EXTENT PERMITTED BY APPLICABLE LAW, SPOTIFY AND ALL OWNERS OF THE CONTENT MAKE NO REPRESENTATIONS AND DISCLAIM ANY WARRANTIES OR CONDITIONS OF SATISFACTORY QUALITY, MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE, OR NON-INFRINGEMENT.
NEITHER SPOTIFY NOR ANY OWNER OF CONTENT WARRANTS THAT THE SPOTIFY SERVICE IS FREE OF MALWARE OR OTHER HARMFUL COMPONENTS."
534,440,spotify,"TO THE EXTENT PERMITTED BY APPLICABLE LAW, YOUR SOLE AND EXCLUSIVE REMEDY FOR ANY PROBLEMS OR DISSATISFACTION WITH THE SPOTIFY SERVICE IS TO UNINSTALL ANY SPOTIFY SOFTWARE AND TO STOP USING THE SPOTIFY SERVICE."
535,441,spotify,"Unless your Paid Subscription has been purchased as a Pre-Paid Period, your payment to Spotify will automatically renew at the end of the subscription period, unless you cancel your Paid Subscription through your subscription page before the end of the current subscription period.
The cancellation will take effect the day after the last day of the current subscription period, and you will be downgraded to the Free Service."
536,442,spotify,"This personal data is used to enable Spotify and our partners / service providers to send you marketing communications either:
Direct from the third party."
537,41,sprint,What happens if someone sues Sprint based on something you actually caused?
538,2,sprint,"We may change prices or any other term of your Service or this Agreement at any time.
We’ll provide you notice of any material changes and may provide notice of nonmaterial changes.
If you use your Service after the change takes effect, then you are accepting the change."
539,265,sprint,"You agree that, by entering into this Agreement, you and Sprint are waiving the right to a trial by jury or to participate in a class action or representative action."
540,53,sprint,"We can, without notice, suspend or terminate any Service at any time for any reason.
For example, we can suspend or terminate any Service for: (a) late payment.
(b) exceeding an Account Spending Limit.
(c) harassing/threatening/abusing/offending or being excessively impolite to our employees or agents.
(d) interfering with our operations.
(e) using/suspicion of using Services in a way that violates or is inconsistent with the Agreement and Policies or adversely affects any of our other customers, reputation, network, property, or Services.
(f) breaching, failing to follow, or abusing the Agreement or Policies.
(g) providing false, inaccurate, dated, or unverifiable information, including identification or credit information.
(h) becoming insolvent or bankrupt.
(i) modifying a Device from its manufacturer specifications (for example, rooting the device).
(j) failing to use our Services or maintain an active Device.
(k) you resell or attempt to resell the Services or (l) if we believe the action protects our interests, any customer’s interests, or our network."
541,444,sprint,"Call us immediately if your Device is lost or stolen because you may be responsible for usage charges before you notify us of the alleged loss or theft.
A lost or stolen Device does not affect your Term Commitment, and you will still be responsible for an Early Termination Fee if you terminate Services early.
You will still be responsible for any lease or installment billing obligations, as well as any monthly recurring charges associated with the Service on your Device after you notify us of the alleged loss or theft.
You agree to cooperate if we choose to investigate the matter (provide facts, sworn statements, etc.)"
542,72,stackexchange,"If you do not receive timely acknowledgment of your complaint from us, or if we have not addressed your complaint to your satisfaction, please contact or visit https://www.privacytrust.com/drs/stackexchange OR PrivacyTrust, Communications House, 26 York Street, London, W1U 6PZ, for more information or to file a complaint."
